annotator	change	title	author	character_1	character_2	affinity	coarse_category	fine_category	detail
annotator_4	no	Antony and Cleopatra	William Shakespeare	Octavius Caesar	Proculeius	negative	professional	employer	NR
annotator_4	no	Antony and Cleopatra	William Shakespeare	Agrippa	Octavius Caesar	neutral	professional	employee	NR
annotator_1	yes	Antony and Cleopatra	William Shakespeare	Antony	Cleopatra	positive	NR	lovers	Cleopatra eventually commits suicide
annotator_1	no	Antony and Cleopatra	William Shakespeare	Octavius Caesar	Antony	negative	professional	colleague	NR
annotator_1	yes	Antony and Cleopatra	William Shakespeare	Antony	Enobarbus	positive	social	friend	he is also a professional colleague but does eventually abandon him
annotator_1	yes	Antony and Cleopatra	William Shakespeare	Octavius Caesar	Marcus Aemilius Lepidus	negative	professional	colleague	Caesar imprisons him
annotator_1	no	Antony and Cleopatra	William Shakespeare	Antony	Octavia	negative	familial	husband/wife	NR
annotator_1	no	Antony and Cleopatra	William Shakespeare	Cleopatra	Octavia	negative	social	rivals	NR
annotator_1	no	Antony and Cleopatra	William Shakespeare	Octavia	Octavius Caesar	positive	familial	brother/sister	NR
annotator_1	no	Antony and Cleopatra	William Shakespeare	The Soothsayer	Antony	negative	professional	person offering service to client	NR
annotator_1	no	Antony and Cleopatra	William Shakespeare	Dolabella	Octavius Caesar	positive	professional	employee	NR
annotator_1	no	Antony and Cleopatra	William Shakespeare	Dolabella	Cleopatra	negative	NR	enemy	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Colonel Brandon	Sir John Middleton	neutral	social	friend	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Colonel Brandon	Marianne Dashwood	positive	social	lovers	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Mrs. Dashwood	Elinor Dashwood	neutral	familial	parent	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Mrs. Dashwood	Margaret Dashwood	neutral	familial	parent	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Mrs. Dashwood	Henry Dashwood	neutral	familial	husband/wife	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Elinor Dashwood	Marianne Dashwood	neutral	familial	brother/sister	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Elinor Dashwood	Henry Dashwood	neutral	familial	child	NR
annotator_2	no	Sense and Sensibility	Jane Austen	Marianne Dashwood	Henry Dashwood	neutral	familial	child	NR
annotator_2	no	Sense and Sensibility	Jane Austen	John Dashwood	Henry Dashwood	neutral	familial	child	Henry is John's son.
annotator_2	no	Sense and Sensibility	Jane Austen	John Dashwood	Fanny Dashwood	neutral	familial	husband/wife	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Mrs. Dashwood	Elinor Dashwood	positive	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Mrs. Dashwood	Marianne Dashwood	positive	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Elinor Dashwood	Margaret Dashwood	positive	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	John Dashwood	Fanny Dashwood	negative	familial	husband/wife	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Henry Dashwood	Mrs. Dashwood	negative	familial	husband/wife	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Henry Dashwood	Elinor Dashwood	negative	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Henry Dashwood	Margaret Dashwood	negative	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Henry Dashwood	Marianne Dashwood	negative	familial	parent	NR
annotator_1	no	Sense and Sensibility	Jane Austen	Edward Ferrars	Elinor Dashwood	positive	familial	husband/wife	NR
annotator_1	yes	Sense and Sensibility	Jane Austen	Edward Ferrars	Lucy Steele	negative	social	lovers	he ends his engagement to her
annotator_4	no	Henry VIII	William Shakespeare	Cardinal Wolsey	Buckingham	negative	professional	enemy	NR
annotator_4	yes	Henry VIII	William Shakespeare	King Henry VIII	Queen Katharine	neutral	familial	husband/wife	divorce
annotator_4	no	Henry VIII	William Shakespeare	King Henry VIII	Buckingham	negative	professional	employer	NR
annotator_4	yes	Henry VIII	William Shakespeare	King Henry VIII	Anne Bullen	positive	social	lovers	marriage
annotator_4	no	Henry VIII	William Shakespeare	King Henry VIII	Cardinal Wolsey	negative	professional	employer	NR
annotator_4	no	Henry VIII	William Shakespeare	Cranmer	King Henry VIII	positive	social	friend	NR
annotator_4	no	Henry VIII	William Shakespeare	The child	Anne Bullen	positive	familial	child	NR
annotator_4	no	Henry VIII	William Shakespeare	Capucius	King Henry VIII	neutral	professional	servant	NR
annotator_4	no	Henry VIII	William Shakespeare	Griffith	Queen Katharine	positive	professional	servant	NR
annotator_4	no	Henry VIII	William Shakespeare	Abergavenny	Buckingham	positive	social	friend	NR
annotator_1	yes	Henry VIII	William Shakespeare	King Henry VIII	Cardinal Wolsey	negative	social	enemy	henry initially trusts the Crdinal only to find out he is being manipulated by him
annotator_1	yes	Henry VIII	William Shakespeare	King Henry VIII	Queen Katharine	negative	familial	husband/wife	Henry divorces her
annotator_1	no	Henry VIII	William Shakespeare	King Henry VIII	Anne Bullen	neutral	familial	husband/wife	NR
annotator_1	no	Henry VIII	William Shakespeare	Queen Katharine	Cardinal Wolsey	negative	social	enemy	NR
annotator_1	no	Henry VIII	William Shakespeare	Buckingham	Cardinal Wolsey	negative	social	enemy	NR
annotator_1	no	Henry VIII	William Shakespeare	Cranmer	Gardiner	negative	social	enemy	NR
annotator_1	no	Henry VIII	William Shakespeare	Norfolk	Cardinal Wolsey	negative	social	enemy	NR
annotator_1	no	Henry VIII	William Shakespeare	Cromwell	Cardinal Wolsey	positive	social	enemy	NR
annotator_1	yes	Henry VIII	William Shakespeare	Cardinal Wolsey	Gardiner	negative	professional	employee	Gardiner switches sides to support the King
annotator_1	no	Henry VIII	William Shakespeare	Butts	King Henry VIII	positive	professional	person offering service to client	NR
annotator_2	no	Richard II	William Shakespeare	King Richard II	Henry Bolingbroke Duke of Herford	neutral	familial	cousin	NR
annotator_2	no	Richard II	William Shakespeare	King Richard II	John of Gaunt Duke of Lancaster	neutral	familial	uncle/aunt	NR
annotator_2	no	Richard II	William Shakespeare	Henry Bolingbroke Duke of Herford	John of Gaunt Duke of Lancaster	neutral	familial	child	Henry is John's son.
annotator_2	no	Richard II	William Shakespeare	King Richard II	Edmund of Langley Duke of York	neutral	familial	niece/nephew	Richard is Edmund's nephew.
annotator_2	no	Richard II	William Shakespeare	John of Gaunt Duke of Lancaster	Edmund of Langley Duke of York	neutral	familial	brother/sister	NR
annotator_2	no	Richard II	William Shakespeare	Henry Bolingbroke Duke of Herford	Edmund of Langley Duke of York	neutral	familial	niece/nephew	Henry is Edmund's nephew.
annotator_2	no	Richard II	William Shakespeare	The Duke of Aumerle	Edmund of Langley Duke of York	neutral	familial	child	The Duke is the son of Edmund.
annotator_2	no	Richard II	William Shakespeare	The Duke of Aumerle	King Richard II	neutral	familial	cousin	NR
annotator_2	no	Richard II	William Shakespeare	The Duke of Aumerle	Henry Bolingbroke Duke of Herford	positive	familial	cousin	NR
annotator_2	no	Richard II	William Shakespeare	Bushy	King Richard II	positive	social	friend	NR
annotator_1	no	Richard II	William Shakespeare	King Richard II	Henry Bolingbroke Duke of Herford	negative	familial	cousin	NR
annotator_1	no	Richard II	William Shakespeare	John of Gaunt Duke of Lancaster	Henry Bolingbroke Duke of Herford	positive	familial	parent	NR
annotator_1	no	Richard II	William Shakespeare	John of Gaunt Duke of Lancaster	King Richard II	negative	familial	uncle/aunt	NR
annotator_1	yes	Richard II	William Shakespeare	Edmund of Langley Duke of York	King Richard II	negative	familial	uncle/aunt	he changes loyalties against the crown
annotator_1	no	Richard II	William Shakespeare	The Duke of Aumerle	King Richard II	positive	familial	cousin	NR
annotator_1	no	Richard II	William Shakespeare	The Duke of Aumerle	Henry Bolingbroke Duke of Herford	negative	familial	cousin	NR
annotator_1	no	Richard II	William Shakespeare	Bushy	King Richard II	positive	social	friend	NR
annotator_1	no	Richard II	William Shakespeare	Bagot	King Richard II	positive	social	friend	NR
annotator_1	no	Richard II	William Shakespeare	and Green (also called Greene)	King Richard II	positive	social	friend	NR
annotator_1	no	Richard II	William Shakespeare	Henry Percy Earl of Northumberland; Lord Ross; and Lord Willoughby	Henry Bolingbroke Duke of Herford	positive	professional	colleague	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_4	NR	Lord Jim	Joseph Conrad	NR	NR	NR	NR	NR	NR
annotator_5	no	Lord Jim	Joseph Conrad	Jim	Jewel	positive	social	lovers	NR
annotator_5	no	Lord Jim	Joseph Conrad	Jewel	Dutch-Malay woman	positive	familial	child	NR
annotator_5	no	Lord Jim	Joseph Conrad	Gentleman Brown	Dain Waris	negative	social	enemy	NR
annotator_5	no	Lord Jim	Joseph Conrad	Cornelius	Dutch-Malay woman	positive	familial	husband/wife	NR
annotator_5	no	Lord Jim	Joseph Conrad	Cornelius	Jewel	neutral	familial	step-parent	NR
annotator_5	no	Lord Jim	Joseph Conrad	Doramin	Dain Waris	positive	familial	parent	NR
annotator_5	no	Lord Jim	Joseph Conrad	Dain Waris	Jim	positive	social	friend	NR
annotator_5	no	Lord Jim	Joseph Conrad	Bugis	Rajah Allang	negative	social	rivals	NR
annotator_5	no	Lord Jim	Joseph Conrad	Tamb'Itam	Jim	neutral	professional	servant	NR
annotator_5	no	Lord Jim	Joseph Conrad	Crew of the Patna	Jim	positive	professional	colleague	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Edmond Dantès	Mercédès	positive	familial	lovers	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Fernand Mondego	Mercédès	neutral	familial	husband/wife	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Abbé Faria	Edmond Dantès	positive	social	teacher	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Fernand Mondego	Edmond Dantès	negative	social	enemy	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Baron Danglars	Edmond Dantès	negative	social	enemy	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Fernand Mondego	Baron Danglars	neutral	social	acquaintance	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Caderousse	Fernand Mondego	neutral	social	acquaintance	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Caderousse	Baron Danglars	neutral	social	acquaintance	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Gérard de Villefort	Edmond Dantès	negative	professional	enemy	NR
annotator_4	no	The Count of Monte Cristo	Alexandre Dumas	Monsieur Morrel	Edmond Dantès	positive	professional	employer	NR
annotator_6	yes	The Count of Monte Cristo	Alexandre Dumas	Mercédès	Edmond Dantès	positive	social	lovers	Mercedes marries another man after Dantes is put in jail.
annotator_6	yes	The Count of Monte Cristo	Alexandre Dumas	Caderousse	Edmond Dantès	negative	professional	enemy	Caderousse regrets the harm he has done to Dantes and helps him in the end.
annotator_6	yes	The Count of Monte Cristo	Alexandre Dumas	Haydée	Edmond Dantès	positive	social	lovers	Dantes falls in love with Haydee in the end.
annotator_6	no	The Count of Monte Cristo	Alexandre Dumas	Edmond Dantès	Fernand Mondego	negative	professional	enemy	NR
annotator_6	yes	The Count of Monte Cristo	Alexandre Dumas	Fernand Mondego	Mercédès	neutral	social	husband/wife	Mondego and Mercedes were only acquaintances but Mercedes marries him after Dantes is put in jail.
annotator_6	no	The Count of Monte Cristo	Alexandre Dumas	Baron Danglars	Edmond Dantès	negative	professional	enemy	NR
annotator_6	no	The Count of Monte Cristo	Alexandre Dumas	Abbé Faria	Edmond Dantès	positive	social	friend	NR
annotator_6	no	The Count of Monte Cristo	Alexandre Dumas	Monsieur Morrel	Edmond Dantès	positive	social	friend	NR
annotator_6	yes	The Count of Monte Cristo	Alexandre Dumas	Ali Pacha	Fernand Mondego	neutral	professional	acquaintance	Mondego eventually betrays Ali Pacha, selling his wife and daughter into slavery.
annotator_6	no	The Count of Monte Cristo	Alexandre Dumas	Jacopo	Edmond Dantès	positive	social	friend	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Matthew Maule	Colonel Pyncheon	negative	social	enemy	NR
annotator_3	yes	The House of the Seven Gables	Nathaniel Hawthorne	Holgrave	Phoebe Pyncheon	positive	social	friend	They get married later.
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Hepzibah Pyncheon	Clifford Pyncheon	positive	familial	brother/sister	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Hepzibah Pyncheon	Phoebe Pyncheon	positive	familial	cousin	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Judge Jaffrey Pyncheon	Clifford Pyncheon	negative	familial	cousin	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Clifford Pyncheon	Phoebe Pyncheon	positive	familial	cousin	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Alice Pyncheon	Gervayse Pyncheon	neutral	familial	child	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Uncle Venner	Hepzibah Pyncheon	positive	social	friend	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	An old gentleman	Clifford Pyncheon	negative	social	acquaintance	NR
annotator_3	no	The House of the Seven Gables	Nathaniel Hawthorne	Judge Pyncheon’s son	Judge Jaffrey Pyncheon	neutral	familial	child	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Hepzibah Pyncheon	Clifford Pyncheon	neutral	familial	brother/sister	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Hepzibah Pyncheon	Judge Jaffrey Pyncheon	neutral	familial	cousin	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Hepzibah Pyncheon	Phoebe Pyncheon	neutral	familial	cousin	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Clifford Pyncheon	Judge Jaffrey Pyncheon	negative	familial	cousin	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Clifford Pyncheon	Phoebe Pyncheon	neutral	familial	cousin	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Old Jaffrey Pyncheon	Hepzibah Pyncheon	neutral	familial	uncle/aunt	Old Jaffret was Hepzibah's uncle.
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Old Jaffrey Pyncheon	Clifford Pyncheon	negative	familial	uncle/aunt	Old Jaffret was Clifford's uncle.
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Holgrave	Hepzibah Pyncheon	neutral	professional	client	Holgrave is a lodger in Hepzibah's home.
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Matthew Maule	Matthew Maule	neutral	familial	grandparent	NR
annotator_2	no	The House of the Seven Gables	Nathaniel Hawthorne	Alice Pyncheon	Gervayse Pyncheon	neutral	familial	child	Alice is the daughter of Gervayse.
annotator_4	yes	Typee	Herman Melville	Tommo	Toby	positive	social	friend	NR
annotator_4	no	Typee	Herman Melville	Kory-Kory	Tommo	positive	professional	servant	NR
annotator_4	no	Typee	Herman Melville	Fayaway	Tommo	positive	social	acquaintance	NR
annotator_4	no	Typee	Herman Melville	Mow-Mow	Tommo	negative	social	enemy	NR
annotator_4	no	Typee	Herman Melville	Karakoee	Tommo	positive	social	acquaintance	NR
annotator_4	no	Typee	Herman Melville	Jimmy	Toby	positive	NR	friend	NR
annotator_4	yes	Typee	Herman Melville	Mehevi	Tommo	positive	social	friend	tries to kill him
annotator_4	no	Typee	Herman Melville	Marheyo	Tommo	positive	social	friend	NR
annotator_4	yes	Typee	Herman Melville	Tinor	Marheyo	positive	familial	husband/wife	NR
annotator_4	no	Typee	Herman Melville	Marnoo	Tommo	positive	social	acquaintance	NR
annotator_1	no	Typee	Herman Melville	Tommo	Toby	positive	social	friend	NR
annotator_1	no	Typee	Herman Melville	Fayaway	Tommo	positive	social	lovers	NR
annotator_1	no	Typee	Herman Melville	Kory-Kory	Tommo	positive	professional	servant	NR
annotator_1	NR	Typee	Herman Melville	Mehevi	Tommo	positive	social	friend	NR
annotator_1	no	Typee	Herman Melville	Marheyo	Tommo	positive	social	friend	NR
annotator_1	no	Typee	Herman Melville	Marheyo	Tinor	positive	familial	husband/wife	NR
annotator_1	no	Typee	Herman Melville	Marnoo	Tommo	positive	social	acquaintance	NR
annotator_1	no	Typee	Herman Melville	Karakoee	Tommo	positive	social	acquaintance	he rescues Tommo
annotator_1	no	Typee	Herman Melville	Jimmy	Toby	negative	social	enemy	NR
annotator_1	no	Typee	Herman Melville	Jimmy	Tommo	negative	social	acquaintance	NR
annotator_1	no	Timon of Athens	William Shakespeare	Timon	Apemantus	negative	social	enemy	NR
annotator_1	no	Timon of Athens	William Shakespeare	Alcibiades	Timon	positive	social	acquaintance	NR
annotator_1	no	Timon of Athens	William Shakespeare	Flavius	Timon	positive	professional	servant	NR
annotator_1	yes	Timon of Athens	William Shakespeare	Timon	Lucullus	negative	social	friend	refuses to loan him money
annotator_1	yes	Timon of Athens	William Shakespeare	Sempronius	Timon	negative	social	friend	refuses to help him out
annotator_1	no	Timon of Athens	William Shakespeare	Lucilius	Timon	neutral	professional	servant	NR
annotator_1	no	Timon of Athens	William Shakespeare	Flaminius	Timon	neutral	professional	servant	NR
annotator_1	no	Timon of Athens	William Shakespeare	Servilius	Timon	neutral	professional	servant	NR
annotator_1	no	Timon of Athens	William Shakespeare	Poet	Timon	negative	social	acquaintance	NR
annotator_1	no	Timon of Athens	William Shakespeare	Painter	Timon	negative	social	acquaintance	NR
annotator_2	no	Timon of Athens	William Shakespeare	Timon	Apemantus	negative	social	rivals	NR
annotator_2	no	Timon of Athens	William Shakespeare	Alcibiades	Timon	neutral	social	acquaintance	NR
annotator_2	no	Timon of Athens	William Shakespeare	Flavius	Timon	neutral	professional	servant	NR
annotator_2	no	Timon of Athens	William Shakespeare	Lucullus	Timon	neutral	social	friend	NR
annotator_2	no	Timon of Athens	William Shakespeare	Lucius	Timon	neutral	social	friend	NR
annotator_2	no	Timon of Athens	William Shakespeare	Sempronius	Timon	neutral	social	friend	NR
annotator_2	no	Timon of Athens	William Shakespeare	Ventidius	Timon	neutral	social	friend	NR
annotator_2	no	Timon of Athens	William Shakespeare	Lucilius	Timon	neutral	professional	servant	NR
annotator_2	no	Timon of Athens	William Shakespeare	Flaminius	Timon	neutral	professional	servant	NR
annotator_2	no	Timon of Athens	William Shakespeare	Servilius	Timon	neutral	professional	servant	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Athos	Aramis	positive	professional	colleague	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Athos	Porthos	positive	professional	colleague	NR
annotator_7	yes	The Three Musketeers	Alexandre Dumas	D'Artagnan	Lady de Winter	negative	social	enemy	from love interest to enemy of the musketeers
annotator_7	no	The Three Musketeers	Alexandre Dumas	Porthos	Madame de Coquenard	positive	familial	lovers	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Madame Bonacieux	Queen Anne	positive	professional	servant	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Madame Bonacieux	Monsieur Bonacieux	positive	familial	husband/wife	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Monsieur de Treville	Cardinal Richelieu	negative	social	rivals	NR
annotator_7	no	The Three Musketeers	Alexandre Dumas	Monsieur de Treville	D'Artagnan	positive	professional	master	Head of the musketeers
annotator_7	no	The Three Musketeers	Alexandre Dumas	King Louis XIII	Cardinal Richelieu	negative	professional	person offering service to client	Asvisor to the king, influences negatively
annotator_7	no	The Three Musketeers	Alexandre Dumas	Queen Anne	George Villiers	neutral	social	unrequited love interest	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Athos	Porthos	positive	professional	colleague	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Athos	Aramis	positive	professional	colleague	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Aramis	Madame de Chevreuse	positive	social	lovers	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Porthos	Madame de Coquenard	positive	social	lovers	NR
annotator_1	yes	The Three Musketeers	Alexandre Dumas	Lady de Winter	D'Artagnan	negative	social	lovers	she turns against everyone
annotator_1	yes	The Three Musketeers	Alexandre Dumas	Lady de Winter	Aramis	negative	social	enemy	she turns against the Muskateers
annotator_1	no	The Three Musketeers	Alexandre Dumas	Madame Bonacieux	Monsieur Bonacieux	negative	familial	husband/wife	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Madame Bonacieux	Queen Anne	positive	professional	servant	NR
annotator_1	no	The Three Musketeers	Alexandre Dumas	Madame Bonacieux	D'Artagnan	positive	social	lovers	NR
annotator_1	yes	The Three Musketeers	Alexandre Dumas	Monsieur Bonacieux	D'Artagnan	negative	professional	person offering service to client	he becomes a Cardinlist agents and turns on everyone
annotator_8	yes	Emma	Jane Austen	Emma Woodhouse	Mr. George Knightley	positive	social	lovers	Emma and Mr. Knightley marry at the end of the novel.
annotator_8	no	Emma	Jane Austen	Emma Woodhouse	Mr. Woodhouse	positive	familial	child	NR
annotator_8	no	Emma	Jane Austen	Emma Woodhouse	Harriet Smith	positive	social	friend	NR
annotator_8	no	Emma	Jane Austen	Emma Woodhouse	Frank Churchill	positive	social	unrequited love interest	NR
annotator_8	yes	Emma	Jane Austen	Emma Woodhouse	Jane Fairfax	negative	social	rivals	Emma and Jane start out as rivals, but as the novel goes on, they become friends.
annotator_8	no	Emma	Jane Austen	Harriet Smith	Mr. Robert Martin	positive	social	lovers	NR
annotator_8	no	Emma	Jane Austen	Emma Woodhouse	Mr. Elton	neutral	social	unrequited love interest	NR
annotator_8	yes	Emma	Jane Austen	Frank Churchill	Jane Fairfax	positive	social	lovers	Frank and Jane marry towards the end of the novel.
annotator_8	no	Emma	Jane Austen	Mr. Weston	Mrs. Weston	positive	familial	husband/wife	NR
